"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 02 09:46:14 UTC 2026","Mon Mar 02 09:46:14 UTC 2026","0","src.tests.e2e","test_file_manager_e2e","TestSearchFunctionality","","","test_search_emits_signal","
        E2E: Typing in search box emits search_changed signal.
        "
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.sources.core.tests","test_invariants","TestDetectSourceType","","","test_image_extensions[.webp]","Image file extensions should return IMAGE type."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","1","design_system.tests","test_feedback","TestToast","","","test_toast_dismiss","Toast should be dismissable"
"passed","Mon Mar 02 09:46:22 UTC 2026","Mon Mar 02 09:46:22 UTC 2026","1","src.tests.e2e","test_settings_e2e","TestAVCodingChanges","","","AC #5: Changing timestamp format via combo persists to JSON file","E2E: Changing timestamp format via combo box persists to JSON file."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","1","src.contexts.cases.interface.tests","test_mcp_tools","TestToolDefinition","","","ToolDefinition to_schema includes parameters",""
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_invariants","TestDoesSegmentOverlap","","","test_no_overlap_with_different_code","Should not detect overlap with different code."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.shared.core.sync.tests","test_source_sync_handler","TestSourceSyncHandlerLifecycle","","","test_start_subscribes_to_events","start() should subscribe to SourceRenamed and SourceRemoved events."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.coding.core.tests","test_command_handlers","TestChangeCodeColorHandler","","","Returns rollback command for undo","Should return a rollback command to restore original color."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","2","design_system.tests","test_components","TestChip","","","test_chip_closable","Closable chip should have close button."
"passed","Mon Mar 02 09:46:12 UTC 2026","Mon Mar 02 09:46:12 UTC 2026","1","src.tests.e2e","test_cloud_sync_e2e","TestSyncStatusButton","","","AC #6: Clicking sync button emits signal","E2E: Clicking sync button emits sync_requested signal."
"passed","Mon Mar 02 09:46:15 UTC 2026","Mon Mar 02 09:46:15 UTC 2026","3","src.tests.e2e","test_file_manager_e2e","TestDataRefresh","","","test_empty_sources_shows_empty_state","
        E2E: Setting empty sources switches to empty state view.
        "
"passed","Mon Mar 02 09:46:25 UTC 2026","Mon Mar 02 09:46:25 UTC 2026","0","src.tests.e2e","test_version_control_e2e","TestDesignSystemIntegration","","","Theme switch updates diff colors","E2E: Dark theme has different diff colors than light theme."
"passed","Mon Mar 02 09:46:18 UTC 2026","Mon Mar 02 09:46:18 UTC 2026","1","src.tests.e2e","test_observability_settings_e2e","TestEnvVarOverride","","","AC #3.9: Without env var, settings level is used","E2E: Without env var, the level parameter controls the logger."
"passed","Mon Mar 02 09:46:12 UTC 2026","Mon Mar 02 09:46:12 UTC 2026","14","src.tests.e2e","test_code_management_e2e","TestDuplicateCodesDialog","","","AC #5.5: Scan button requests duplicate detection","Scan button emits detect_duplicates_requested signal."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","1","src.shared.common.tests","test_operation_result","TestOperationResultFromFailure","","","test_from_failure_uses_event_message",""
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.interface.tests","test_mcp_tools","TestGetToolSchemas","","","test_all_schemas_have_required_fields","All tool schemas have name, description, and inputSchema."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.interface.tests","test_mcp_tools","TestToolDefinition","","","test_to_schema_with_array_parameter","Tool with array parameter includes items schema."
"passed","Mon Mar 02 09:46:21 UTC 2026","Mon Mar 02 09:46:21 UTC 2026","2","src.tests.e2e","test_text_coding_e2e","TestWiringVerification","","","File manager screen is functional","Verify file manager screen responds to refresh."
"passed","Mon Mar 02 09:46:06 UTC 2026","Mon Mar 02 09:46:06 UTC 2026","1","src.shared.infra.tests","test_lifecycle","TestCloseDatabase","","","test_close_database_sets_is_open_false","close_database() should set is_open to False."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","1","src.shared.core.tests","test_validation","TestValidationResultHelpers","","","test_is_invalid_returns_true_for_failure",""
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.shared.common.tests","test_operation_result","TestOperationResultOk","","","test_ok_with_no_data",""
"passed","Mon Mar 02 09:46:14 UTC 2026","Mon Mar 02 09:46:14 UTC 2026","1","src.tests.e2e","test_file_manager_e2e","TestBulkActions","","","test_bulk_delete_emits_signal","
        E2E: Bulk delete action emits delete_sources signal.
        "
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.settings.infra.tests","test_user_settings_repository","TestUserSettingsRepositoryLoad","","","test_returns_default_settings_when_file_not_exists","Should return default settings when config file doesn't exist."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","3","design_system.tests","test_navigation","TestStepIndicator","","","test_step_indicator_set_current","StepIndicator should update current step"
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.shared.infra.signal_bridge.tests","test_thread_utils","TestGetCurrentThreadName","","","test_named_thread","Test getting name of a named thread."
"passed","Mon Mar 02 09:46:21 UTC 2026","Mon Mar 02 09:46:21 UTC 2026","3","src.tests.e2e","test_segment_management_e2e","TestSegmentMemos","","","AC #6.4: Save button emits save_clicked","Save button emits save_clicked signal."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","0","design_system.tests","test_navigation","TestTab","","","test_tab_creation","Tab should be created with text"
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","2","design_system.tests","test_navigation","TestStepIndicator","","","test_step_indicator_signal","StepIndicator should emit step_clicked signal when clickable"
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","2","design_system.tests","test_navigation","TestMediaTypeSelector","","","test_media_selector_default_selection","MediaTypeSelector should select first option by default"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_ai_derivers","TestDeriveRejectSuggestion","","","test_rejects_without_reason","Should allow rejection without reason."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","1","design_system.tests","test_lists","TestAttributeList","","","test_attribute_list_creation","AttributeList should be created"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.sources.core.tests","test_invariants","TestIsSourceNameUnique","","","test_duplicate_with_exclude_id","Excluding source ID should still fail if another source has the name."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.folders.core.commandHandlers.tests","test_handlers","TestDeleteFolder","","","Fails when no project is open","Should fail with NO_PROJECT error when no project is open."
"passed","Mon Mar 02 09:46:11 UTC 2026","Mon Mar 02 09:46:11 UTC 2026","1","src.tests.e2e","test_ai_code_suggestions_e2e","TestAgentCreateCode","","","create_code tool has correct schema","Verify create_code tool schema is correctly defined."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","1","src.shared.common.tests","test_operation_result","TestOperationResultToDict","","","test_to_dict_success_with_object_having_dict_attribute",""
"passed","Mon Mar 02 09:46:26 UTC 2026","Mon Mar 02 09:46:26 UTC 2026","98","design_system.tests","test_screenshots","TestChatScreenshots","","","test_typing_indicator","Screenshot typing indicator"
"passed","Mon Mar 02 09:46:18 UTC 2026","Mon Mar 02 09:46:18 UTC 2026","1","src.tests.e2e","test_text_coding_e2e","TestApplyCodeUI","","","AC #1: Text selection enables quick mark","Selecting text enables quick mark feature."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_ai_events","TestDuplicatesNotDetected","","","test_is_failure_property","is_failure should always return True."
"passed","Mon Mar 02 09:46:10 UTC 2026","Mon Mar 02 09:46:10 UTC 2026","0","src.tests.e2e","test_ai_code_suggestions_e2e","TestAgentSuggestNewCode","","","Suggestion includes confidence score","Code suggestions include confidence score (0-100)."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.contexts.settings.core.tests","test_derivers","TestDeriveThemeChange","","","test_fails_with_invalid_theme","Should fail with SettingsNotChanged for unknown theme."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_entities","TestColor","","","test_from_hex_expands_shorthand","Should expand 3-digit shorthand (#RGB → #RRGGBB)."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","1","design_system.tests","test_data_display","TestEntityCell","","","test_entity_cell_creation","EntityCell should display entity info"
"passed","Mon Mar 02 09:46:07 UTC 2026","Mon Mar 02 09:46:07 UTC 2026","7","src.tests.e2e","test_agent_project_source_e2e","TestAgentRemoveSource","","","AC #7: Default confirm=false returns preview",""
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.folders.core.commandHandlers.tests","test_handlers","TestListFolders","","","Returns all folders successfully","Should return list of all folders with total count."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","2","design_system.tests","test_feedback","TestToastContainer","","","test_container_add_toast","ToastContainer should add toasts"
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","0","design_system.tests","test_document","TestTextColor","","","test_dark_background_gets_light_text","Dark colors should get white text"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.coding.interface.tests","test_mcp_tools","TestContextValidation","","","test_list_segments_returns_failure_when_segment_repo_is_none","list_segments returns failure when coding_context is None."
"passed","Mon Mar 02 09:46:22 UTC 2026","Mon Mar 02 09:46:22 UTC 2026","1","design_system.tests","test_components","TestButton","","","test_button_click","Button should emit clicked signal."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.shared.core.tests","test_validation","TestIsUniqueInCollection","","","test_with_key_function",""
"passed","Mon Mar 02 09:46:12 UTC 2026","Mon Mar 02 09:46:12 UTC 2026","27","src.tests.e2e","test_code_management_e2e","TestDuplicateDetection","","","AC #9.2: High similarity pairs shown first","Duplicate pairs should be sorted by similarity (highest first)."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.settings.core.tests","test_derivers","TestDeriveAVCodingConfigChange","","","test_fails_with_invalid_timestamp_format","Should fail with SettingsNotChanged for unknown format."
"passed","Mon Mar 02 09:46:06 UTC 2026","Mon Mar 02 09:46:06 UTC 2026","1","src.shared.infra.tests","test_state","TestProjectStateRecentProjects","","","test_add_to_recent_adds_at_front","add_to_recent() should add new projects at front of list."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.shared.core.sync.tests","test_source_sync_handler","TestEventNotReceivedWhenStopped","","","test_no_updates_when_never_started","Events should not be processed if start() was never called."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.sources.core.tests","test_invariants","TestDetectSourceType","","","test_image_extensions[.bmp]","Image file extensions should return IMAGE type."
"passed","Mon Mar 02 09:46:11 UTC 2026","Mon Mar 02 09:46:11 UTC 2026","56","src.tests.e2e","test_case_manager_e2e","TestTableSelection","","","test_single_click_selects_case_in_viewmodel","
        E2E: Single clicking a row selects the case in viewmodel.
        "
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.folders.core.commandHandlers.tests","test_handlers","TestDeleteFolder","","","Fails when folder not found","Should fail with NOT_FOUND error when folder does not exist."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","1","src.contexts.coding.core.tests","test_derivers","TestDeriveRenameCode","","","test_fails_with_duplicate_name","Should fail when new name conflicts with existing code."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.cases.core.tests","test_derivers","TestDeriveSetCaseAttribute","","","test_fails_with_empty_attribute_name","Should fail with AttributeSetFailed for empty names."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","3","src.contexts.projects.presentation.dialogs.tests","test_project_dialog","TestOpenProjectDialogResult","","","test_cancel_rejects_dialog","Cancelling rejects the dialog."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_ai_events","TestCodeSuggestionApproved","","","test_event_type_is_correct","Event type should follow naming convention."
"passed","Mon Mar 02 09:46:08 UTC 2026","Mon Mar 02 09:46:08 UTC 2026","14","src.tests.e2e","test_auto_code_e2e","TestAutoCodeIntegration","","","Full workflow: Set code, pattern, preview, apply","Test complete auto-code workflow from pattern to apply."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_ai_events","TestMergeNotDismissed","","","test_not_pending_factory","not_pending() should create correct failure event."
"passed","Mon Mar 02 09:46:26 UTC 2026","Mon Mar 02 09:46:26 UTC 2026","104","design_system.tests","test_screenshots","TestChatScreenshots","","","test_code_suggestion","Screenshot AI code suggestion"
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.contexts.sources.infra.tests","test_media_extractor","TestSupportedFormats","","","test_supports_mp3","Supports .mp3 extension."
"passed","Mon Mar 02 09:46:18 UTC 2026","Mon Mar 02 09:46:18 UTC 2026","0","src.tests.e2e","test_manage_sources_e2e","TestOrganizeSources","","","Folder entity supports rename and move operations",""
"passed","Mon Mar 02 09:46:20 UTC 2026","Mon Mar 02 09:46:20 UTC 2026","19","src.tests.e2e","test_open_navigate_project_e2e","TestAgentQueryContext","","","AC #5: Agent can query current project context",""
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.contexts.sources.infra.tests","test_media_extractor","TestMediaExtraction","","","test_fails_for_non_media_file","Returns failure for non-media file."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.coding.core.tests","test_derivers","TestDeriveApplyCodeToText","","","test_fails_when_source_not_found","Should fail when source doesn't exist."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","1","src.contexts.sources.infra.tests","test_image_extractor","TestSupportedFormats","","","test_does_not_support_text","Does not support text files."
"passed","Mon Mar 02 09:46:24 UTC 2026","Mon Mar 02 09:46:24 UTC 2026","105","design_system.tests","test_screenshots","TestComponentScreenshots","","","test_cards","Screenshot card component"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.coding.core.tests","test_ai_events","TestCodeSuggestionApproved","","","test_create_with_modification","create() should track when researcher modified the suggestion."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.coding.core.tests","test_ai_invariants","TestCanMergeBeApproved","","","test_allows_merge_when_both_codes_exist","Pending merge with both codes existing can be approved."
"passed","Mon Mar 02 09:46:06 UTC 2026","Mon Mar 02 09:46:06 UTC 2026","0","src.shared.infra.tests","test_lifecycle","TestCloseDatabase","","","test_close_database_is_idempotent","close_database() should be safe to call multiple times."
"passed","Mon Mar 02 09:46:25 UTC 2026","Mon Mar 02 09:46:25 UTC 2026","1","design_system.tests","test_components","TestButton","","","test_button_variant[success]","Button should support different variants."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","0","design_system.tests","test_document","TestTextColor","","","test_known_dark_colors","Known dark colors should return white text"
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","1","design_system.tests","test_navigation","TestBreadcrumb","","","test_breadcrumb_signal","Breadcrumb should emit item_clicked signal"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.sources.core.tests","test_invariants","TestDetectSourceType","","","test_video_extensions[.mov]","Video file extensions should return VIDEO type."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","1","design_system.tests","test_forms","TestSearchBox","","","test_searchbox_text_change","SearchBox should emit text_changed signal"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.coding.core.tests","test_ai_derivers","TestDeriveDismissMerge","","","test_dismisses_merge_without_candidate","Should succeed even without a pending candidate."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","1","src.contexts.cases.core.tests","test_derivers","TestDeriveUnlinkSourceFromCase","","","test_unlinks_source_from_case","Should create SourceUnlinkedFromCase event with valid inputs."
"passed","Mon Mar 02 09:46:22 UTC 2026","Mon Mar 02 09:46:22 UTC 2026","1","design_system.tests","test_components","TestCard","","","test_card_shadow[False-False]","Card shadow effect should be configurable."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.coding.core.tests","test_ai_invariants","TestHasTextToAnalyze","","","test_returns_false_for_whitespace","Whitespace-only text doesn't have enough to analyze."
"passed","Mon Mar 02 09:46:28 UTC 2026","Mon Mar 02 09:46:28 UTC 2026","1","design_system.tests","test_visualization","TestLegendItem","","","test_legend_item_creation","LegendItem should be created"
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.settings.infra.tests","test_user_settings_repository","TestUserSettingsRepositoryAVCoding","","","test_get_av_coding_config","Should return current AV coding configuration."
"passed","Mon Mar 02 09:46:05 UTC 2026","Mon Mar 02 09:46:05 UTC 2026","0","src.shared.common.tests","test_operation_result","TestOperationResultFail","","","test_fail_with_error_code",""
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","1","src.contexts.coding.core.tests","test_ai_invariants","TestIsValidConfidence","","","test_rejects_negative","Negative confidence should be invalid."
"passed","Mon Mar 02 09:46:07 UTC 2026","Mon Mar 02 09:46:07 UTC 2026","22","src.tests.e2e","test_ai_text_coding_e2e","TestBatchCodingOperations","","","Batch approval applies all segments","Approving a batch applies all suggested segments at once."
"passed","Mon Mar 02 09:46:06 UTC 2026","Mon Mar 02 09:46:06 UTC 2026","0","src.shared.infra.tests","test_state","TestProjectStateBasic","","","test_initial_state_has_no_screen","New state should have no current screen."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.settings.infra.tests","test_user_settings_repository","TestUserSettingsRepositoryRecentProjects","","","test_get_recent_projects_returns_empty_list_when_no_recent_projects_key","Should return empty list when config has no recent_projects key."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","1","design_system.tests","test_components","TestFileIcon","","","test_file_icon_size[64]","FileIcon should respect size parameter."
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","0","design_system.tests","test_feedback","TestLoadingIndicator","","","test_indicator_text","LoadingIndicator should show text"
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","2","design_system.tests","test_lists","TestFileListItem","","","test_item_creation","FileListItem should be created"
"passed","Mon Mar 02 09:46:18 UTC 2026","Mon Mar 02 09:46:18 UTC 2026","5","src.tests.e2e","test_manage_sources_e2e","TestMediaPlayerUIControls","","","Play button click emits playback_started signal",""
"passed","Mon Mar 02 09:46:23 UTC 2026","Mon Mar 02 09:46:23 UTC 2026","2","design_system.tests","test_data_display","TestInfoCard","","","test_info_card_starts_collapsed","InfoCard should start collapsed when specified"
"passed","Mon Mar 02 09:46:18 UTC 2026","Mon Mar 02 09:46:18 UTC 2026","2","src.tests.e2e","test_observability_settings_e2e","TestLogLevelUI","","","AC #3.2: Changing log level to WARNING persists correctly","E2E: Selecting WARNING level persists to disk."
"passed","Mon Mar 02 09:46:19 UTC 2026","Mon Mar 02 09:46:19 UTC 2026","17","src.tests.e2e","test_open_navigate_project_e2e","TestViewSourcesList","","","AC #4: Source can be selected to set as current",""
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.tests","test_derivers","TestDeriveApplyCodeToText","","","test_fails_with_invalid_position","Should fail with invalid position."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.core.services.tests","test_text_matcher","TestTextMatcherImmutability","","","test_different_match_types_independent","Different match types should operate independently."
"passed","Mon Mar 02 09:46:09 UTC 2026","Mon Mar 02 09:46:09 UTC 2026","5","src.tests.e2e","test_case_manager_e2e","TestDeleteCaseFlow","","","test_delete_case_removes_attributes","
        E2E: Deleting a case removes its attributes.
        "
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.coding.core.tests","test_derivers","TestDeriveRenameCategory","","","test_fails_when_category_not_found","Should fail when category doesn't exist."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.coding.interface.tests","test_mcp_tools","TestListCodesTool","","","test_returns_code_with_correct_attributes","list_codes returns codes with expected attributes (serialized as dicts)."
"passed","Mon Mar 02 09:46:06 UTC 2026","Mon Mar 02 09:46:06 UTC 2026","0","src.shared.infra.tests","test_event_bus","TestEventBusThreadSafety","","","test_publish_copies_handler_list","Ensure handlers can be modified during iteration."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.coding.core.tests","test_ai_invariants","TestCanSuggestionBeApproved","","","test_prevents_approval_of_rejected","Rejected suggestions cannot be approved."
"passed","Mon Mar 02 09:46:07 UTC 2026","Mon Mar 02 09:46:07 UTC 2026","12","src.tests.e2e","test_agent_project_source_e2e","TestAgentRemoveSource","","","AC #2: Agent can remove a source with confirm=true",""
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.sources.core.tests","test_invariants","TestDetectSourceType","","","test_audio_extensions[.flac]","Audio file extensions should return AUDIO type."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","1","src.contexts.coding.interface.tests","test_mcp_tools","TestExecuteUnknownTool","","","test_suggests_available_tools","execute suggests available tools on unknown tool."
"passed","Mon Mar 02 09:46:04 UTC 2026","Mon Mar 02 09:46:04 UTC 2026","0","src.contexts.folders.core.commandHandlers.tests","test_handlers","TestDeleteFolder","","","Fails when folder contains sources","Should fail with NOT_EMPTY error when folder contains sources."
"passed","Mon Mar 02 09:46:03 UTC 2026","Mon Mar 02 09:46:03 UTC 2026","0","src.contexts.cases.interface.tests","test_mcp_tools","TestExecuteDispatch","","","execute returns error for unknown tool",""
